freq,stk_flow,indic_fo,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,NAI,OLWTC_AWS,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,NAI,OLWTC_AWS,THS_M3,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.09 	2.7 	: 	: 	: 	: 	: 	: 	: 
A,NAI,OLWTC_AWS,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	0 	: 	: 	: 
A,NAI,OLWTC_AWS,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	730.43 	739.89 	747.79 	755.1 	761.65 	769.72 	778.68 	786.77 	795.21 	804.52 	812.37 	808.5 	: 
A,NAI,OLWTC_AWS,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.63 	20.43 	20.95 	21.21 	22.03 	20.74 	20.76 	20.9 	20.51 	20.37 	20.37 
A,NAI,OWL,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NAI,OWL,MIO_EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.07 	0 	0 	0 	0 	0 	0 	: 	: 
A,NAI,OWL,MIO_EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,NAI,OWL,MIO_EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,NAI,OWL,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.83 	4.01 	4.01 	4.9 	5.46 	: 	17.71 	: 
A,NAI,OWL,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.24 	0.21 	0.2 	0.26 	0.33 	0.36 	0.37 	0.37 	0.56 	0.55 	0.55 	0.53 	: 
A,NAI,OWL,MIO_EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.77 	5.49 	4.84 	4.47 	4.48 	5.2 	4.49 	4.77 	4.81 	7 	8.38 
A,NAI,OWL,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NAI,OWL,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	0 	0 	0 	0 	0 	0 	: 	: 
A,NAI,OWL,MIO_NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,NAI,OWL,MIO_NAC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,NAI,OWL,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.3 	37.3 	37.4 	47.06 	53.8 	: 	180 	: 
A,NAI,OWL,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.99 	0.9 	0.9 	1.16 	1.45 	1.59 	1.66 	1.71 	2.59 	2.59 	2.67 	2.6 	: 
A,NAI,OWL,MIO_NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.77 	5.49 	4.84 	4.47 	4.48 	5.2 	4.49 	4.77 	4.81 	7 	8.38 
A,NAI,OWL,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NAI,OWL,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 b	92 	0 	0 	0 	0 	0 	0 	0 	: 
A,NAI,OWL,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,NAI,OWL,THS_M3,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	372 	372 	372 	372 	: 
A,NAI,OWL,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	: 	: 
A,NAI,OWL,THS_M3,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,NAI,OWL,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	130 	220 	201 	: 	220 	224 	: 	: 
A,NAI,OWL,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.55 	12.21 	12.7 	13.67 	14.4 	13.83 	14.48 	14.86 	15.77 	15.82 	16.25 	15.88 	: 
A,NAI,OWL,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	146.53 	162.86 	166.04 	159.1 	157.27 	157.01 	158.19 	153.56 	157.54 	160.85 	160.85 
A,NAI,OWL_AWS,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NAI,OWL_AWS,MIO_EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 
A,NAI,OWL_AWS,MIO_EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,NAI,OWL_AWS,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 
A,NAI,OWL_AWS,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.07 	0.06 	0.06 	0.07 	0.09 	0.09 	0.09 	0.09 	0.13 	0.13 	0.13 	0.12 	: 
A,NAI,OWL_AWS,MIO_EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.39 	5.1 	4.49 	4.13 	4.13 	4.8 	4.16 	4.42 	4.45 	6.23 	7.46 
A,NAI,OWL_AWS,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NAI,OWL_AWS,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 
A,NAI,OWL_AWS,MIO_NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,NAI,OWL_AWS,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 
A,NAI,OWL_AWS,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	0.26 	0.26 	0.32 	0.39 	0.42 	0.42 	0.42 	0.62 	0.61 	0.61 	0.58 	: 
A,NAI,OWL_AWS,MIO_NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.39 	5.1 	4.49 	4.13 	4.13 	4.8 	4.16 	4.42 	4.45 	6.23 	7.46 
A,NAI,OWL_AWS,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NAI,OWL_AWS,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 
A,NAI,OWL_AWS,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,NAI,OWL_AWS,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	0 	: 	: 	: 
A,NAI,OWL_AWS,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.45 	3.57 	3.6 	3.8 	3.9 	3.61 	3.69 	3.67 	3.81 	3.71 	3.73 	3.55 	: 
A,NAI,OWL_AWS,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	134.75 	151.08 	154.25 	147.06 	145.22 	144.91 	146.78 	142.14 	145.7 	143.23 	143.25 
A,RCLAS,FAWS,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	: 	: 	: 	: 
A,RCLAS,FAWS,MIO_EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	63.4 	63.91 	89.99 	13.81 	52.66 	72.6 	78.23 	-57.78 b	-29.14 	-193.78 	0 	0 	0 	0 	1823.81 	: 	: 
A,RCLAS,FAWS,MIO_EUR,CH	-99.11 	-344.82 	-260.7 	-581.02 	84.73 	-176.71 	-473.21 	-84.91 	57.93 	-58.75 	-1569.81 	118.52 	103.44 	-74.38 	-225.18 	4.73 	425.38 	560.39 	176.15 	164.43 	51.87 	-342.19 	-648.33 	169.41 	269 	-977.39 	-296.63 	186.24 	-260.79 	-345.11 	42.72 	469.9 p	865.93 e
A,RCLAS,FAWS,MIO_EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-75.69 	-136.09 	-21.31 	-2.78 	-0.43 	-100.35 	-282.86 	-66.13 	: 
A,RCLAS,FAWS,MIO_EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,RCLAS,FAWS,MIO_EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCLAS,FAWS,MIO_EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.9 	0 	-0.93 	0 	-1.53 	0 	0 	-1.7 	0 	0 	-2.5 	-2.65 	: 
A,RCLAS,FAWS,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-45.37 	8.18 	-75.69 	-209.01 	: 	: 	: 	: 
A,RCLAS,FAWS,MIO_EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.65 	-1.55 	-3.92 	-39.93 	-11.94 	-3 	23.61 	-5.89 	: 
A,RCLAS,FAWS,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165.05 	206.54 	101.89 	298.95 	40.37 	-51.59 	120.64 	-129.88 	105.16 	257.28 	-118.44 	216.56 	: 
A,RCLAS,FAWS,MIO_EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-18 	-13 	7 	-50 	-1 	6 	: 	-1 	: 
A,RCLAS,FAWS,MIO_EUR,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	153.82 	170.84 	151.32 	141.51 	: 	: 	: 	: 	: 
A,RCLAS,FAWS,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	: 	: 	: 	: 
A,RCLAS,FAWS,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	124 	125 	176 	27 	103 	142 	153 	-113 b	-57 	-379 	0 	0 	0 	0 	3567 	: 	: 
A,RCLAS,FAWS,MIO_NAC,CH	-174.66 	-611.2 	-473.9 	-1005.28 	137.38 	-273.14 	-741.95 	-139.6 	93.97 	-94.02 	-2445.61 	179.03 	151.74 	-113.15 	-347.64 	7.33 	669.08 	920.55 	279.62 	248.29 	71.6 	-421.78 	-781.43 	208.56 	326.73 	-1043.75 	-323.39 	207.04 	-301.21 	-383.9 	45.73 	508.01 p	870 e
A,RCLAS,FAWS,MIO_NAC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-75.69 	-136.09 	-21.31 	-2.78 	-0.43 	-100.35 	-282.86 	-66.13 	: 
A,RCLAS,FAWS,MIO_NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,RCLAS,FAWS,MIO_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCLAS,FAWS,MIO_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.9 	0 	-0.93 	0 	-1.53 	0 	0 	-1.7 	0 	0 	-2.5 	-2.65 	: 
A,RCLAS,FAWS,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-406 	76 	-706 	-2006 	: 	: 	: 	: 
A,RCLAS,FAWS,MIO_NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.9 	-6.5 	-17.1 	-170 	-50.9 	-12.9 	104.9 	-26.9 	: 
A,RCLAS,FAWS,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	695.24 	875.54 	454.37 	1321.07 	179.38 	-229.33 	541.71 	-593.38 	489.4 	1220.86 	-573.06 	1065.78 	: 
A,RCLAS,FAWS,MIO_NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-18 	-13 	7 	-50 	-1 	6 	: 	-1 	: 
A,RCLAS,FAWS,MIO_NAC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	124 	124 	124 	124.06 	: 	: 	: 	: 	: 
A,RCLAS,FAWS,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	: 	: 	: 	: 
A,RCLAS,FAWS,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1875 	1412 	1933 	-373 	2018 	2783 	3195 	0 b	-848 	-5669 	0 	0 	0 	0 	48191 	: 	: 
A,RCLAS,FAWS,THS_M3,CH	100.96 	97.17 	95.28 	93.12 	90.66 	101.08 	347.96 	342.71 	337.57 	332.09 	328.67 	326.24 	325.29 	321.65 	316.73 	433.69 	2308.78 	1640.72 	1636.72 	1782.61 	1637.78 	1636.94 	697.64 	420.08 	0 	0 	0 	0 	0 	-460.24 	89.47 	692.82 p	1088.83 e
A,RCLAS,FAWS,THS_M3,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2066.99 	-3969.73 	-622.04 	-81.34 	-14.21 	-5236.6 	-22042.44 	-3249.73 	: 
A,RCLAS,FAWS,THS_M3,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-778 	: 	2104 	: 	: 
A,RCLAS,FAWS,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7102 	0 	2001 	0 	0 	0 	0 	: 
A,RCLAS,FAWS,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	990 	7604 	4765.45 	: 	: 	: 	: 	: 	: 
A,RCLAS,FAWS,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-52.16 	0 	-47.14 	0 	-63.03 	0 	0 	-51.26 	0 	0 	-147.68 	-110.91 	: 
A,RCLAS,FAWS,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2242 	445 	-3752 	: 	: 	: 	: 	: 
A,RCLAS,FAWS,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60 	-54.4 	-141 	-1189.1 	-508.2 	-79.7 	574.1 	-187.5 	: 
A,RCLAS,FAWS,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8084.19 	11831.63 	6399.58 	15542.04 	1776.02 	-1994.2 	4710.56 	-5159.83 	2984.16 	7444.26 	-3494.26 	: 	: 
A,RCLAS,FAWS,THS_M3,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-964 	-673 	392 	-2691 	-58 	134 	: 	-66 	: 
A,RCLAS,FNAWS,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	: 	: 	: 	: 
A,RCLAS,FNAWS,MIO_EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	-2.05 	-2.05 	-8.18 b	0 	-231.62 	0 	0 	0 	0 	-1667.35 	: 	: 
A,RCLAS,FNAWS,MIO_EUR,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,RCLAS,FNAWS,MIO_EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,RCLAS,FNAWS,MIO_EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,RCLAS,FNAWS,MIO_EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCLAS,FNAWS,MIO_EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.9 	0 	0.93 	0 	1.53 	0 	0 	1.7 	0 	0 	2.5 	2.65 	: 
A,RCLAS,FNAWS,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7.82 	18.3 	36.67 	33.03 	0 	: 	: 	: 
A,RCLAS,FNAWS,MIO_EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.65 	1.55 	3.92 	39.93 	11.94 	3 	-23.61 	5.89 	: 
A,RCLAS,FNAWS,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-17.76 	-90.81 	-55.15 	-243.91 	15.53 	98.97 	-68.73 	143.63 	9.52 	-33.71 	131.24 	: 	: 
A,RCLAS,FNAWS,MIO_EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3 	1 	-6 	: 	1 	: 
A,RCLAS,FNAWS,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	: 	: 	: 	: 
A,RCLAS,FNAWS,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	-4 	-4 	-16 b	0 	-453 	0 	0 	0 	0 	-3261 	: 	: 
A,RCLAS,FNAWS,MIO_NAC,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,RCLAS,FNAWS,MIO_NAC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,RCLAS,FNAWS,MIO_NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,RCLAS,FNAWS,MIO_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCLAS,FNAWS,MIO_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.9 	0 	0.93 	0 	1.53 	0 	0 	1.7 	0 	0 	2.5 	2.65 	: 
A,RCLAS,FNAWS,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-70 	170 	342 	317 	0 	: 	: 	: 
A,RCLAS,FNAWS,MIO_NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6.9 	6.5 	17.1 	170 	50.9 	12.9 	-104.9 	26.9 	: 
A,RCLAS,FNAWS,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-74.79 	-384.97 	-245.92 	-1077.84 	69.02 	439.98 	-308.63 	656.22 	44.31 	-159.96 	634.98 	: 	: 
