freq,unit,landuse,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,CVA,LUD2,SK02	7.9 	7 	9.3 	: 
A,CVA,LUD2,SK03	30 	12.6 	31.7 	110.1 
A,CVA,LUD2,SK04	11.2 	11.9 	7 	: 
A,CVA,LUD2,UK	8.9 	5.9 	10.3 	18.5 
A,CVA,LUD2,UKC	: 	113.7 	: 	99.7 
A,CVA,LUD2,UKC1	: 	: 	: 	99.7 
A,CVA,LUD2,UKC2	: 	68.4 	: 	: 
A,CVA,LUD2,UKD	38.1 	46.1 	65.4 	85 
A,CVA,LUD2,UKD1	: 	: 	: 	85 
A,CVA,LUD2,UKD6	57.1 	46.1 	59.3 	: 
A,CVA,LUD2,UKD7	61.1 	: 	: 	: 
A,CVA,LUD2,UKE	54.9 	43.4 	: 	71.3 
A,CVA,LUD2,UKE1	: 	: 	: 	100 
A,CVA,LUD2,UKE3	: 	37.9 	: 	101.2 
A,CVA,LUD2,UKE4	94.1 	39.3 	: 	: 
A,CVA,LUD2,UKF	156.7 	: 	79.2 	53.2 
A,CVA,LUD2,UKF1	: 	: 	: 	100 
A,CVA,LUD2,UKF2	114.8 	: 	118.9 	101 
A,CVA,LUD2,UKF3	: 	: 	74.3 	72.3 
A,CVA,LUD2,UKH	: 	: 	49.7 	57.9 
A,CVA,LUD2,UKH1	: 	: 	111.3 	57.9 
A,CVA,LUD2,UKH2	: 	: 	95 	: 
A,CVA,LUD2,UKH3	: 	: 	39.8 	: 
A,CVA,LUD2,UKJ	23.6 	26 	18.6 	51.9 
A,CVA,LUD2,UKJ1	: 	: 	: 	100.1 
A,CVA,LUD2,UKJ2	: 	: 	: 	100.9 
A,CVA,LUD2,UKJ3	: 	: 	: 	100.1 
A,CVA,LUD2,UKJ4	22.4 	24.9 	18.7 	98 
A,CVA,LUD2,UKK	44.1 	61.3 	35.8 	29.6 
A,CVA,LUD2,UKK1	: 	: 	: 	50.3 
A,CVA,LUD2,UKK2	: 	: 	29.4 	50.1 
A,CVA,LUD2,UKK3	: 	: 	40.2 	53.8 
A,CVA,LUD2,UKK4	37.1 	69.6 	44.2 	: 
A,CVA,LUD2,UKL	30.5 	: 	21.9 	69.7 
A,CVA,LUD2,UKL1	43.8 	: 	37.5 	100 
A,CVA,LUD2,UKL2	41.9 	: 	17.3 	96.6 
A,CVA,LUD2,UKM	7.6 	3.2 	7.6 	36.1 
A,CVA,LUD2,UKM2	15.9 	13.5 	17.5 	: 
A,CVA,LUD2,UKM3	19.3 	15.4 	17.3 	: 
A,CVA,LUD2,UKM5	18.4 	28.3 	21 	: 
A,CVA,LUD2,UKM6	12.2 	2.3 	9.4 	53.6 
A,CVA,LUD2,UKM7	: 	: 	: 	64.1 
A,CVA,LUD2,UKM9	: 	: 	: 	65.6 
A,CVA,LUD2,UKN	23.9 	51.3 	51.4 	: 
A,CVA,LUD2,UKN0	23.9 	51.3 	51.4 	: 
A,CVA,LUD3,AT	8.2 	7 	7.2 	23.4 
A,CVA,LUD3,AT1	8.6 	8.1 	8.2 	39.3 
A,CVA,LUD3,AT11	: 	: 	: 	67.8 
A,CVA,LUD3,AT12	7.3 	7 	7 	49.4 
A,CVA,LUD3,AT13	: 	: 	: 	68.8 
A,CVA,LUD3,AT2	18 	11 	12.1 	45.3 
A,CVA,LUD3,AT21	: 	5.5 	: 	100.4 
A,CVA,LUD3,AT22	19 	13.6 	11 	50.7 
A,CVA,LUD3,AT3	13.5 	10.3 	8.6 	32.8 
A,CVA,LUD3,AT31	23.1 	22.3 	25.1 	42.2 
A,CVA,LUD3,AT32	16.3 	22.6 	23.2 	207.1 
A,CVA,LUD3,AT33	4.6 	3.4 	3.8 	67.6 
A,CVA,LUD3,AT34	59.7 	55.7 	39.6 	80.4 
A,CVA,LUD3,BE	9.5 	9.8 	7.5 	24.4 
A,CVA,LUD3,BE1	: 	: 	: 	100.2 
A,CVA,LUD3,BE10	: 	: 	: 	100.2 
A,CVA,LUD3,BE2	13.7 	13.4 	10.9 	32.9 
A,CVA,LUD3,BE21	52 	27.3 	26.7 	55.7 
A,CVA,LUD3,BE22	38.1 	: 	18.8 	: 
A,CVA,LUD3,BE23	16.1 	20 	30.1 	57.2 
A,CVA,LUD3,BE24	: 	34.6 	30.4 	99.9 
A,CVA,LUD3,BE25	16.1 	32.2 	23 	68.4 
A,CVA,LUD3,BE3	13.5 	18.1 	10.9 	38.7 
A,CVA,LUD3,BE31	29.7 	31.5 	28.8 	: 
A,CVA,LUD3,BE32	34.3 	: 	24.8 	57.2 
A,CVA,LUD3,BE33	: 	: 	20.2 	76.7 
A,CVA,LUD3,BE34	: 	17.2 	11.6 	100.5 
A,CVA,LUD3,BE35	: 	: 	27.5 	98.1 
A,CVA,LUD3,BG	: 	4.9 	2.4 	44.8 
A,CVA,LUD3,BG3	: 	6 	2.7 	48.3 
A,CVA,LUD3,BG31	: 	3.3 	6.1 	99 
A,CVA,LUD3,BG32	: 	6 	4.9 	257.4 
A,CVA,LUD3,BG33	: 	8 	4.4 	84.6 
A,CVA,LUD3,BG34	: 	6.3 	7.1 	72.3 
A,CVA,LUD3,BG4	: 	5.5 	7.7 	98 
A,CVA,LUD3,BG41	: 	: 	8.2 	: 
A,CVA,LUD3,BG42	: 	4.9 	: 	98 
A,CVA,LUD3,CY	: 	: 	: 	99.8 
A,CVA,LUD3,CY0	: 	: 	: 	99.8 
A,CVA,LUD3,CY00	: 	: 	: 	99.8 
A,CVA,LUD3,CZ	4 	4.2 	4.5 	33.3 
A,CVA,LUD3,CZ0	4 	4.2 	4.5 	33.3 
A,CVA,LUD3,CZ02	9.9 	8.8 	6.4 	100 
A,CVA,LUD3,CZ03	28.5 	27.8 	27.3 	60.4 
A,CVA,LUD3,CZ04	19 	9.8 	6.2 	92.2 
A,CVA,LUD3,CZ05	8.4 	13.4 	13.3 	50.4 
A,CVA,LUD3,CZ06	4.6 	5.6 	6.4 	60.2 
A,CVA,LUD3,CZ07	4.7 	4 	5.7 	100.4 
A,CVA,LUD3,CZ08	: 	42.2 	9.3 	: 
A,CVA,LUD3,DE	3.5 	3.1 	3.2 	10.2 
A,CVA,LUD3,DE1	12.1 	9.8 	12.7 	28 
A,CVA,LUD3,DE11	27 	29.4 	42.5 	69.9 
A,CVA,LUD3,DE12	24.2 	17.1 	19.8 	99.3 
A,CVA,LUD3,DE13	37.3 	18 	12.6 	60.8 
A,CVA,LUD3,DE14	16.9 	13.8 	13.5 	37 
A,CVA,LUD3,DE2	3.9 	6 	6.7 	29.1 
A,CVA,LUD3,DE21	14.4 	22.7 	39 	: 
A,CVA,LUD3,DE22	6.5 	6.8 	6.2 	54.5 
A,CVA,LUD3,DE23	5.9 	11 	13 	100 
A,CVA,LUD3,DE24	10.3 	7.8 	9.2 	73.7 
A,CVA,LUD3,DE25	12.4 	12.3 	: 	79.5 
A,CVA,LUD3,DE26	: 	36.2 	: 	99.8 
A,CVA,LUD3,DE27	7.5 	8.7 	21.4 	54 
A,CVA,LUD3,DE3	71.7 	76.6 	68.8 	104.9 
A,CVA,LUD3,DE30	71.7 	76.6 	68.8 	104.9 
A,CVA,LUD3,DE4	6.8 	5.6 	9.3 	35.4 
A,CVA,LUD3,DE40	6.8 	5.6 	9.3 	35.4 
A,CVA,LUD3,DE6	71.9 	: 	: 	: 
A,CVA,LUD3,DE60	71.9 	: 	: 	: 
A,CVA,LUD3,DE7	23.1 	15.1 	13.4 	46.8 
A,CVA,LUD3,DE71	: 	27.6 	15.8 	69.6 
A,CVA,LUD3,DE72	19.4 	10.9 	9 	77.1 
A,CVA,LUD3,DE73	41.3 	21.2 	22.9 	101.1 
A,CVA,LUD3,DE8	16.5 	14.4 	9.5 	56.2 
A,CVA,LUD3,DE80	16.5 	14.4 	9.5 	56.2 
A,CVA,LUD3,DE9	16.2 	14 	11.5 	25.5 
A,CVA,LUD3,DE91	15 	20.2 	20.4 	58.9 
A,CVA,LUD3,DE92	21.8 	: 	: 	52.1 
A,CVA,LUD3,DE93	35 	19.6 	13.8 	43.9 
A,CVA,LUD3,DE94	: 	: 	: 	49.5 
A,CVA,LUD3,DEA	8.4 	7.4 	7.2 	19.9 
A,CVA,LUD3,DEA1	17.8 	24.9 	27.4 	40 
A,CVA,LUD3,DEA2	17 	14.9 	18.2 	46.8 
A,CVA,LUD3,DEA3	25.5 	19.4 	: 	54.9 
A,CVA,LUD3,DEA4	20.9 	13.1 	14 	42.9 
A,CVA,LUD3,DEA5	14.1 	11.9 	7.5 	36.5 
A,CVA,LUD3,DEB	12.4 	11.9 	10.8 	51.2 
A,CVA,LUD3,DEB1	: 	: 	: 	96.3 
A,CVA,LUD3,DEB2	17.5 	15.3 	15 	99.9 
A,CVA,LUD3,DEB3	12.1 	11.1 	10 	72.8 
A,CVA,LUD3,DEC	26.5 	24.1 	22.8 	108.4 
A,CVA,LUD3,DEC0	26.5 	24.1 	22.8 	108.4 
A,CVA,LUD3,DED	20.1 	18.9 	24.3 	101.3 
A,CVA,LUD3,DED2	19.3 	18.2 	20.2 	: 
A,CVA,LUD3,DED4	34.3 	30.8 	42 	: 
A,CVA,LUD3,DED5	29.9 	36.9 	37.1 	101.3 
A,CVA,LUD3,DEE	12.2 	9.3 	10.8 	49.7 
A,CVA,LUD3,DEE0	12.2 	9.3 	10.8 	49.7 
A,CVA,LUD3,DEF	17.5 	17 	13.3 	45.8 
A,CVA,LUD3,DEF0	17.5 	17 	13.3 	45.8 
A,CVA,LUD3,DEG	11.1 	10.5 	13.1 	57 
A,CVA,LUD3,DEG0	11.1 	10.5 	13.1 	57 
A,CVA,LUD3,DK	14.8 	10 	9.6 	33.7 
A,CVA,LUD3,DK0	14.8 	10 	9.6 	33.7 
A,CVA,LUD3,DK01	: 	: 	: 	99.5 
A,CVA,LUD3,DK02	: 	12.8 	8.9 	97.1 
A,CVA,LUD3,DK03	16.2 	14.1 	12.4 	50.4 
A,CVA,LUD3,DK04	27.1 	26.5 	33.4 	73.2 
A,CVA,LUD3,DK05	48.5 	14 	10.7 	99.2 
A,CVA,LUD3,EE	37.7 	28.6 	20 	40.9 
A,CVA,LUD3,EE0	37.7 	28.6 	20 	40.9 
A,CVA,LUD3,EE00	37.7 	28.6 	20 	40.9 
A,CVA,LUD3,EL	5.2 	6.3 	5.2 	30.4 
A,CVA,LUD3,EL3	15.3 	31.7 	33.4 	77.7 
A,CVA,LUD3,EL30	15.3 	31.7 	33.4 	77.7 
A,CVA,LUD3,EL4	: 	19.1 	13.3 	77.8 
A,CVA,LUD3,EL41	: 	: 	: 	99.7 
A,CVA,LUD3,EL42	: 	29.6 	39.4 	: 
A,CVA,LUD3,EL43	: 	18.1 	12.1 	102.1 
A,CVA,LUD3,EL5	10.2 	7.6 	6.5 	47.7 
A,CVA,LUD3,EL51	25.6 	27.2 	12.8 	: 
A,CVA,LUD3,EL52	30.1 	12.3 	12.1 	59.6 
A,CVA,LUD3,EL53	13.6 	6.1 	: 	: 
A,CVA,LUD3,EL54	3.5 	5.1 	3.7 	68.9 
A,CVA,LUD3,EL6	11.7 	13.7 	10.8 	49.9 
A,CVA,LUD3,EL61	: 	22.3 	27.6 	65.2 
A,CVA,LUD3,EL63	: 	: 	: 	97.7 
A,CVA,LUD3,EL64	9.1 	: 	19.7 	: 
A,CVA,LUD3,EL65	: 	5.7 	4.4 	96.7 
A,CVA,LUD3,ES	3 	2.4 	2.2 	16.1 
A,CVA,LUD3,ES1	14.8 	4.1 	3.5 	31.3 
A,CVA,LUD3,ES11	36.8 	7.8 	7.6 	52.5 
A,CVA,LUD3,ES12	4.2 	3.9 	2.9 	42.4 
A,CVA,LUD3,ES13	24.9 	: 	: 	97.6 
A,CVA,LUD3,ES2	7.3 	7.7 	6.2 	23.6 
A,CVA,LUD3,ES21	8.1 	8.5 	5.1 	33.3 
A,CVA,LUD3,ES22	4.1 	: 	3.4 	42.5 
A,CVA,LUD3,ES23	: 	: 	: 	100.4 
A,CVA,LUD3,ES24	9.3 	7.8 	9 	44.6 
A,CVA,LUD3,ES3	12.3 	13.2 	19.3 	98.9 
A,CVA,LUD3,ES30	12.3 	13.2 	19.3 	98.9 
A,CVA,LUD3,ES4	5.3 	3.5 	3.4 	36.4 
A,CVA,LUD3,ES41	4.9 	4.4 	4.6 	56.5 
A,CVA,LUD3,ES42	21.4 	9.8 	3.1 	44.5 
A,CVA,LUD3,ES43	12.6 	7.1 	7.5 	94.7 
A,CVA,LUD3,ES5	5.3 	5.5 	5.1 	37.2 
A,CVA,LUD3,ES51	6.5 	9.9 	8.1 	52.1 
A,CVA,LUD3,ES52	9.5 	6.8 	6 	45.4 
A,CVA,LUD3,ES6	11.3 	6.9 	5.1 	41.1 
A,CVA,LUD3,ES61	11 	6.6 	4.9 	53.1 
A,CVA,LUD3,ES62	: 	33.9 	: 	61.2 
A,CVA,LUD3,EU27_2007	: 	1 	1 	4.8 
A,CVA,LUD3,EU27_2020	: 	: 	1 	4.9 
A,CVA,LUD3,EU28	: 	: 	1 	4.8 
A,CVA,LUD3,EU_V	1.1 	1.1 	1.1 	5 
A,CVA,LUD3,FI	6 	9.3 	15.1 	21.8 
A,CVA,LUD3,FI1	6 	9.3 	15.2 	21.8 
A,CVA,LUD3,FI19	7.9 	18.9 	29.6 	42.4 
A,CVA,LUD3,FI1B	33.8 	16.2 	: 	73.6 
A,CVA,LUD3,FI1C	17.6 	8.6 	33.3 	30.7 
A,CVA,LUD3,FI1D	5 	8.4 	16 	32.4 
A,CVA,LUD3,FR	4.3 	3.2 	2.9 	11.9 
A,CVA,LUD3,FR1	31 	15.4 	17.5 	60 
A,CVA,LUD3,FR10	31 	15.4 	17.5 	60 
A,CVA,LUD3,FR2	5.9 	7.1 	4.6 	: 
A,CVA,LUD3,FR21	: 	13.7 	9.5 	: 
A,CVA,LUD3,FR22	8.5 	11.1 	7.1 	: 
A,CVA,LUD3,FR23	9.5 	15.5 	10.7 	: 
A,CVA,LUD3,FR24	29.3 	13.1 	14.9 	: 
A,CVA,LUD3,FR25	: 	: 	9.4 	: 
A,CVA,LUD3,FR26	6.1 	14 	5.9 	: 
A,CVA,LUD3,FR3	19.9 	19.5 	16.6 	: 
A,CVA,LUD3,FR30	19.9 	19.5 	16.6 	: 
A,CVA,LUD3,FR4	10.3 	8.7 	6.1 	: 
A,CVA,LUD3,FR41	10.2 	7.9 	10.8 	: 
A,CVA,LUD3,FR42	10.9 	12.2 	12.5 	: 
A,CVA,LUD3,FR43	36.3 	25.3 	5.2 	: 
A,CVA,LUD3,FR5	13 	7.9 	8.5 	: 
A,CVA,LUD3,FR51	20.5 	15.3 	14.4 	: 
A,CVA,LUD3,FR52	22.4 	14.8 	13.9 	: 
A,CVA,LUD3,FR53	11.8 	10 	8.5 	: 
A,CVA,LUD3,FR6	15.7 	10.3 	10.6 	: 
A,CVA,LUD3,FR61	25.8 	12.3 	14.5 	: 
A,CVA,LUD3,FR62	10.5 	26.4 	8.4 	: 
A,CVA,LUD3,FR63	: 	32.8 	: 	: 
A,CVA,LUD3,FR7	8.3 	8.8 	7.6 	: 
A,CVA,LUD3,FR71	7.2 	8.8 	7.2 	: 
A,CVA,LUD3,FR72	21.6 	26.9 	31.1 	: 
A,CVA,LUD3,FR8	7 	5.8 	6.8 	: 
A,CVA,LUD3,FR81	: 	21.6 	15.9 	: 
A,CVA,LUD3,FR82	7.1 	6.4 	8.3 	: 
A,CVA,LUD3,FRB	: 	: 	: 	58.2 
A,CVA,LUD3,FRB0	: 	: 	: 	58.2 
A,CVA,LUD3,FRC	: 	: 	: 	42.2 
A,CVA,LUD3,FRC1	: 	: 	: 	73.3 
A,CVA,LUD3,FRC2	: 	: 	: 	51.4 
A,CVA,LUD3,FRD	: 	: 	: 	25.2 
A,CVA,LUD3,FRD1	: 	: 	: 	47.7 
A,CVA,LUD3,FRD2	: 	: 	: 	29.4 
A,CVA,LUD3,FRE	: 	: 	: 	30.5 
A,CVA,LUD3,FRE1	: 	: 	: 	30.7 
A,CVA,LUD3,FRE2	: 	: 	: 	44 
A,CVA,LUD3,FRF	: 	: 	: 	35.3 
A,CVA,LUD3,FRF1	: 	: 	: 	59.4 
A,CVA,LUD3,FRF2	: 	: 	: 	99.6 
A,CVA,LUD3,FRF3	: 	: 	: 	48.5 
A,CVA,LUD3,FRG	: 	: 	: 	27.5 
A,CVA,LUD3,FRG0	: 	: 	: 	27.5 
A,CVA,LUD3,FRH	: 	: 	: 	51.4 
A,CVA,LUD3,FRH0	: 	: 	: 	51.4 
A,CVA,LUD3,FRI	: 	: 	: 	34.9 
A,CVA,LUD3,FRI1	: 	: 	: 	55.4 
A,CVA,LUD3,FRI2	: 	: 	: 	70.3 
A,CVA,LUD3,FRI3	: 	: 	: 	57.5 
A,CVA,LUD3,FRJ	: 	: 	: 	39.6 
A,CVA,LUD3,FRJ1	: 	: 	: 	45.6 
A,CVA,LUD3,FRJ2	: 	: 	: 	71.3 
A,CVA,LUD3,FRK	: 	: 	: 	31.3 
A,CVA,LUD3,FRK1	: 	: 	: 	59.2 
A,CVA,LUD3,FRK2	: 	: 	: 	36.4 
A,CVA,LUD3,FRL	: 	: 	: 	60 
A,CVA,LUD3,FRL0	: 	: 	: 	60 
A,CVA,LUD3,HR	: 	: 	8.4 	72.5 
A,CVA,LUD3,HR0	: 	: 	8.4 	72.5 
A,CVA,LUD3,HR04	: 	: 	8.6 	72.5 
A,CVA,LUD3,HU	6.6 	8.5 	7.6 	27.4 
A,CVA,LUD3,HU1	18.3 	18.5 	20.2 	57.4 
A,CVA,LUD3,HU10	18.3 	18.5 	20.2 	: 
A,CVA,LUD3,HU12	: 	: 	: 	57.4 
A,CVA,LUD3,HU2	6.6 	9.6 	11.7 	50.8 
A,CVA,LUD3,HU21	34.7 	37.3 	36.2 	65.7 
A,CVA,LUD3,HU22	7.5 	14.2 	11.6 	99.5 
A,CVA,LUD3,HU23	8.8 	9.1 	8.3 	100.1 
A,CVA,LUD3,HU3	10 	12.7 	11.7 	38.3 
A,CVA,LUD3,HU31	14.3 	15 	4.8 	91.9 
A,CVA,LUD3,HU32	43.1 	54.8 	32.2 	69.6 
A,CVA,LUD3,HU33	9.3 	13.7 	13.9 	52.7 
A,CVA,LUD3,IE	18.3 	14 	8.6 	35.8 
A,CVA,LUD3,IE0	18.3 	14 	8.6 	35.8 
A,CVA,LUD3,IE01	30.4 	20.6 	: 	: 
A,CVA,LUD3,IE02	12.4 	11.6 	9.6 	: 
A,CVA,LUD3,IE04	: 	: 	: 	100 
A,CVA,LUD3,IE05	: 	: 	: 	64.7 
A,CVA,LUD3,IE06	: 	: 	: 	47.2 
A,CVA,LUD3,IT	2.5 	2.3 	2.2 	9.7 
A,CVA,LUD3,ITC	4.3 	4.4 	4 	17.3 
A,CVA,LUD3,ITC1	5.2 	5.2 	4.7 	23.5 
A,CVA,LUD3,ITC3	9.3 	49.7 	: 	99.7 
A,CVA,LUD3,ITC4	8.4 	7.5 	7.2 	25.5 
A,CVA,LUD3,ITF	9 	5.2 	7.1 	23.9 
A,CVA,LUD3,ITF1	9.5 	7.9 	10.1 	66.6 
A,CVA,LUD3,ITF2	: 	9.3 	: 	: 
A,CVA,LUD3,ITF3	33.2 	12.2 	20 	45.2 
A,CVA,LUD3,ITF4	18.4 	6.8 	10.1 	31.7 
A,CVA,LUD3,ITF5	: 	: 	: 	100 
A,CVA,LUD3,ITF6	4.1 	6.5 	: 	96 
A,CVA,LUD3,ITG	6.5 	8.8 	7.6 	36 
A,CVA,LUD3,ITG1	12.7 	14.5 	13.9 	42.1 
A,CVA,LUD3,ITG2	6.2 	10 	7.7 	57.9 
A,CVA,LUD3,ITH	3.8 	4 	4.2 	16.4 
A,CVA,LUD3,ITH2	: 	: 	: 	88.8 
A,CVA,LUD3,ITH3	4.8 	8.6 	8.2 	21.5 
A,CVA,LUD3,ITH4	22.6 	10.2 	24.8 	59.5 
A,CVA,LUD3,ITH5	4.3 	5.4 	4.7 	29.5 
A,CVA,LUD3,ITI	6.2 	5.8 	4.3 	24.5 
A,CVA,LUD3,ITI1	6.1 	5.6 	4.1 	33.4 
A,CVA,LUD3,ITI2	24.9 	12.5 	14.5 	: 
A,CVA,LUD3,ITI3	7.1 	13.7 	8.1 	58.8 
A,CVA,LUD3,ITI4	36.4 	50.7 	27.8 	44.1 
A,CVA,LUD3,LT	4.1 	3.2 	2 	38.3 
A,CVA,LUD3,LT0	4.1 	3.2 	2 	38.3 
A,CVA,LUD3,LT00	4.1 	3.2 	2 	: 
A,CVA,LUD3,LT02	: 	: 	: 	38.3 
A,CVA,LUD3,LU	: 	: 	12.5 	: 
A,CVA,LUD3,LU0	: 	: 	12.5 	: 
A,CVA,LUD3,LU00	: 	: 	12.5 	: 
A,CVA,LUD3,LV	3.9 	12.3 	16.2 	35.4 
A,CVA,LUD3,LV0	3.9 	12.3 	16.2 	35.4 
A,CVA,LUD3,LV00	3.9 	12.3 	16.2 	35.4 
A,CVA,LUD3,NL	9.4 	11.1 	10.3 	34.8 
A,CVA,LUD3,NL1	14.4 	: 	46.1 	72.5 
A,CVA,LUD3,NL11	: 	: 	40.2 	: 
A,CVA,LUD3,NL12	23 	: 	60.6 	96.4 
A,CVA,LUD3,NL13	17.1 	: 	: 	108.9 
A,CVA,LUD3,NL2	19.6 	38.4 	24.9 	54 
A,CVA,LUD3,NL22	23.1 	: 	29.7 	59.3 
A,CVA,LUD3,NL23	29.8 	37.9 	: 	87.3 
A,CVA,LUD3,NL3	14.5 	19.2 	17 	30.6 
A,CVA,LUD3,NL31	35.2 	40.1 	40.4 	91.6 
A,CVA,LUD3,NL32	29.1 	44.2 	40.1 	58.2 
A,CVA,LUD3,NL33	28 	30.5 	28.1 	42.5 
A,CVA,LUD3,NL34	24.5 	: 	40.7 	100 
A,CVA,LUD3,NL4	26.3 	14.9 	12.1 	58.6 
A,CVA,LUD3,NL41	24.3 	17.5 	14.8 	58.6 
A,CVA,LUD3,NL42	44.7 	26.6 	21.3 	: 
A,CVA,LUD3,PL	3.8 	3.3 	3.3 	16.8 
A,CVA,LUD3,PL1	10.1 	7.3 	7.3 	: 
A,CVA,LUD3,PL11	8.5 	9.1 	13.3 	: 
A,CVA,LUD3,PL12	13.4 	10.2 	8.2 	: 
A,CVA,LUD3,PL2	7.1 	7.6 	6.5 	25.6 
A,CVA,LUD3,PL21	7.3 	6.5 	5.1 	35.8 
A,CVA,LUD3,PL22	11.8 	11.7 	11.9 	35.9 
A,CVA,LUD3,PL3	7.8 	5.9 	7 	: 
A,CVA,LUD3,PL31	18.9 	17.5 	14.3 	: 
A,CVA,LUD3,PL32	12.7 	9 	10.3 	: 
A,CVA,LUD3,PL33	10.7 	8.8 	4.4 	: 
A,CVA,LUD3,PL34	: 	5.7 	11.4 	: 
A,CVA,LUD3,PL4	16.7 	12.2 	7.4 	35.7 
A,CVA,LUD3,PL41	19.2 	18.8 	10 	50.6 
A,CVA,LUD3,PL42	: 	: 	9.4 	45.5 
A,CVA,LUD3,PL43	25.7 	13.7 	12.1 	101.8 
A,CVA,LUD3,PL5	16.5 	14 	17.3 	45.8 
A,CVA,LUD3,PL51	11.5 	13.7 	23.9 	72 
A,CVA,LUD3,PL52	21.4 	35 	9.5 	59.3 
A,CVA,LUD3,PL6	9.3 	9.7 	12 	43 
A,CVA,LUD3,PL61	13.3 	39.8 	41.7 	56.7 
A,CVA,LUD3,PL62	17.6 	11.7 	6.6 	67.4 
A,CVA,LUD3,PL63	11.6 	13.9 	17.1 	99.7 
A,CVA,LUD3,PL7	: 	: 	: 	61.6 
A,CVA,LUD3,PL71	: 	: 	: 	74.7 
A,CVA,LUD3,PL72	: 	: 	: 	106.3 
A,CVA,LUD3,PL8	: 	: 	: 	38.4 
A,CVA,LUD3,PL81	: 	: 	: 	60 
A,CVA,LUD3,PL82	: 	: 	: 	49.5 
A,CVA,LUD3,PL9	: 	: 	: 	41.5 
A,CVA,LUD3,PL91	: 	: 	: 	99.9 
A,CVA,LUD3,PL92	: 	: 	: 	45.5 
A,CVA,LUD3,PT	5 	4.9 	3 	26.7 
A,CVA,LUD3,PT1	5 	4.9 	3 	26.7 
A,CVA,LUD3,PT11	15.1 	21.4 	10.8 	42 
A,CVA,LUD3,PT15	: 	38.2 	: 	: 
A,CVA,LUD3,PT16	7.1 	6.3 	4 	51.3 
A,CVA,LUD3,PT17	: 	: 	: 	70 
A,CVA,LUD3,PT18	2.7 	4.8 	1.5 	61.9 
A,CVA,LUD3,RO	: 	3.1 	2.9 	18.1 
A,CVA,LUD3,RO1	: 	3.2 	5.1 	37.2 
A,CVA,LUD3,RO11	: 	6 	7 	40 
A,CVA,LUD3,RO12	: 	2 	3.4 	99.7 
A,CVA,LUD3,RO2	: 	8.4 	5.9 	29.1 
A,CVA,LUD3,RO21	: 	10 	8.8 	39.2 
A,CVA,LUD3,RO22	: 	12.5 	3 	43.4 
A,CVA,LUD3,RO3	: 	4.1 	5.3 	41.9 
A,CVA,LUD3,RO31	: 	4.1 	4.7 	41.9 
A,CVA,LUD3,RO4	: 	3.1 	4.5 	39.3 
A,CVA,LUD3,RO41	: 	5 	5.6 	53.1 
A,CVA,LUD3,RO42	: 	3.8 	: 	58.2 
A,CVA,LUD3,SE	3.8 	6.4 	5.6 	18.3 
A,CVA,LUD3,SE1	9.2 	10.5 	10.8 	35.8 
A,CVA,LUD3,SE11	: 	31.1 	32.5 	: 
A,CVA,LUD3,SE12	8.7 	11.7 	12 	35.8 
A,CVA,LUD3,SE2	8 	10.9 	9.5 	24.5 
A,CVA,LUD3,SE21	12.1 	15 	11.7 	50.3 
A,CVA,LUD3,SE22	9 	10 	10.8 	42.4 
A,CVA,LUD3,SE23	30.2 	50.8 	31.3 	31.6 
A,CVA,LUD3,SE3	4.4 	10.3 	10.3 	36.6 
A,CVA,LUD3,SE31	5.3 	14.1 	10.8 	45.1 
A,CVA,LUD3,SE32	9.6 	19.3 	18.6 	69.3 
A,CVA,LUD3,SE33	11.1 	20.2 	20 	50.3 
A,CVA,LUD3,SI	11.7 	10 	9.1 	44.6 
A,CVA,LUD3,SI0	11.7 	10 	9.1 	44.6 
A,CVA,LUD3,SI03	12.4 	9.2 	9.7 	57.6 
A,CVA,LUD3,SI04	: 	: 	: 	71.1 
A,CVA,LUD3,SK	15.3 	12.4 	10.2 	37.6 
A,CVA,LUD3,SK0	15.3 	12.4 	10.2 	37.6 
A,CVA,LUD3,SK01	: 	: 	: 	65.6 
A,CVA,LUD3,SK02	4.7 	5.3 	4.9 	65.1 
A,CVA,LUD3,SK03	6 	31.1 	5.5 	93.5 
A,CVA,LUD3,SK04	20.9 	18.6 	23.3 	38 
A,CVA,LUD3,UK	4.7 	4.5 	4.8 	19 
A,CVA,LUD3,UKC	56 	: 	14.1 	95.2 
A,CVA,LUD3,UKC1	60.6 	: 	21.7 	95.2 
A,CVA,LUD3,UKD	11.5 	8 	10.6 	26.7 
A,CVA,LUD3,UKD1	17.7 	7.7 	7.4 	60.6 
A,CVA,LUD3,UKD3	30.1 	35.5 	32.1 	57.2 
A,CVA,LUD3,UKD4	20.1 	16.5 	: 	51.9 
A,CVA,LUD3,UKD6	24.3 	24.4 	23.1 	63.3 
A,CVA,LUD3,UKD7	49.2 	62.2 	61.2 	69.9 
A,CVA,LUD3,UKE	12.7 	12.4 	13.3 	50.2 
A,CVA,LUD3,UKE1	8.1 	11.7 	12.7 	69 
A,CVA,LUD3,UKE3	35.5 	28.7 	31.6 	54.2 
A,CVA,LUD3,UKE4	66.2 	63.7 	: 	: 
A,CVA,LUD3,UKF	15.2 	16.7 	16.7 	58.4 
A,CVA,LUD3,UKF1	: 	: 	: 	71.7 
A,CVA,LUD3,UKF2	15.1 	19.5 	21.9 	100.3 
